Game_Date	Day_of_Week	Home_Team	Day_or_Night	Home_Game_Number	Attendance	Prior_Attendance	Prior_Wins
2013-04-09	Tue	SDN	D	1	44436	42941	77
2013-04-09	Tue	SFN	N	5	41910	41101	88
2013-04-09	Tue	SLN	N	2	37731	46792	90
2013-04-09	Tue	WAS	N	4	24412	25679	96
2013-04-10	Wed	SEA	N	3	10496	19650	87
2013-04-10	Wed	TEX	D	6	26643	32342	67
2013-04-10	Wed	PHI	N	6	38715	45829	73
2013-04-10	Wed	SDN	N	2	22843	32490	77
2013-04-10	Wed	SFN	D	6	41606	41860	88
2013-04-10	Wed	SLN	D	3	34882	44952	90
2013-04-10	Wed	WAS	N	5	24586	16245	96
2013-04-10	Wed	BOS	N	2	30862	38024	71
2013-04-10	Wed	DET	D	5	29631	28180	90
2013-04-10	Wed	KCA	N	3	10069	21182	89
2013-04-10	Wed	ARI	D	6	17769	18368	64
2013-04-10	Wed	MIA	N	3	13810	31659	77
2013-04-11	Thu	BOS	N	3	27704	38024	71
2013-04-11	Thu	DET	D	6	28781	30288	90
2013-04-11	Thu	CHN	D	3	25460	31973	73
2013-04-11	Thu	SEA	N	4	22939	12461	87
2013-04-11	Thu	SDN	N	3	24610	31909	77
2013-04-11	Thu	WAS	N	6	24785	17886	96
2013-04-12	Fri	NYA	N	4	35033	40218	84
2013-04-12	Fri	OAK	N	5	21377	10054	88
2013-04-12	Fri	SEA	N	5	15028	11343	87
2013-04-12	Fri	PIT	N	4	24366	23509	88
2013-04-12	Fri	SDN	N	4	21814	19021	77
2013-04-12	Fri	SLN	N	4	42528	35562	90
2013-04-12	Fri	WAS	N	7	33130	14520	96
